teamId,teamName,teamSName,countryName,category,playerId,playerName,battingStyle,bowlingStyle,role,Matches_Test_bat,Matches_ODI_bat,Matches_T20_bat,Innings_Test_bat,Innings_ODI_bat,Innings_T20_bat,Runs_Test_bat,Runs_ODI_bat,Runs_T20_bat,Balls_Test_bat,Balls_ODI_bat,Balls_T20_bat,Highest_Test_bat,Highest_ODI_bat,Highest_T20_bat,Average_Test_bat,Average_ODI_bat,Average_T20_bat,SR_Test_bat,SR_ODI_bat,SR_T20_bat,"Not Out_Test_bat","Not Out_ODI_bat","Not Out_T20_bat",Ducks_Test_bat,Ducks_ODI_bat,Ducks_T20_bat,50s_Test_bat,50s_ODI_bat,50s_T20_bat,100s_Test_bat,100s_ODI_bat,100s_T20_bat,Matches_Test_bowl,Matches_ODI_bowl,Matches_T20_bowl,Matches_IPL_bowl,Innings_Test_bowl,Innings_ODI_bowl,Innings_T20_bowl,Balls_Test_bowl,Balls_ODI_bowl,Balls_T20_bowl,Runs_Test_bowl,Runs_ODI_bowl,Runs_T20_bowl,Maidens_Test_bowl,Maidens_ODI_bowl,Maidens_T20_bowl,Wickets_Test_bowl,Wickets_ODI_bowl,Wickets_T20_bowl,Avg_Test_bowl,Avg_ODI_bowl,Avg_T20_bowl,Eco_Test_bowl,Eco_ODI_bowl,Eco_T20_bowl,SR_Test_bowl,SR_ODI_bowl,SR_T20_bowl,5w_Test_bowl,5w_ODI_bowl,5w_T20_bowl
13,"New Zealand",NZ,"New Zealand","Test Teams",11170,"Nathan Smith","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",3,10,0,5,7,0,102,36,0,199,59,0,42,17,0,20.40,6.00,0.00,51.26,61.02,0.00,0,1,0,0,2,0,0,0,0,0,0,0,3,10,0,0,5,10,0,428,379,0,359,427,0,9,4,0,10,12,0,35.90,35.58,0.00,5.03,6.76,0.00,42.80,31.58,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",11172,"Finn Allen","Right-hand bat",NULL,BATSMEN,0,22,52,0,21,52,0,582,1285,0,624,787,0,96,137,0.00,27.71,25.20,0.00,93.27,163.28,0,0,1,0,3,5,0,5,5,0,0,2,0,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",11177,"Rachin Ravindra","Left-hand bat","Left-arm orthodox","ALL ROUNDER",17,33,30,32,29,28,1224,1233,452,2031,1129,332,240,123,69,42.21,44.04,20.55,60.27,109.22,136.15,3,1,6,1,2,2,4,4,3,3,5,0,17,33,30,18,16,24,17,879,979,270,446,951,294,28,2,1,10,21,14,44.60,45.29,21.00,3.04,5.83,6.53,87.90,46.62,19.29,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",11178,"Ben Sears","Right-hand bat","Right-arm fast-medium",BOWLER,1,4,20,2,2,6,0,11,21,4,17,23,0,6,7,0.00,11.00,10.50,0.00,64.71,91.31,2,1,4,0,0,0,0,0,0,0,0,0,1,4,20,0,2,4,18,198,206,378,161,197,523,5,0,0,5,10,22,32.20,19.70,23.77,4.88,5.74,8.30,39.60,20.60,17.18,0,2,0
3,Pakistan,PAK,Pakistan,"Test Teams",11186,"Shadab Khan","Right-hand bat","Right-arm legbreak","ALL ROUNDER",6,70,112,11,44,58,300,855,792,479,997,565,56,86,52,33.33,25.91,18.00,62.64,85.76,140.18,2,11,14,0,3,6,3,4,1,0,0,0,6,70,112,0,11,67,104,954,3388,2221,513,2960,2730,19,13,3,14,85,112,36.64,34.82,24.38,3.23,5.24,7.38,68.14,39.86,19.83,0,0,0
2,India,IND,India,"Test Teams",11195,"Shivam Dube","Left-hand bat","Right-arm medium","ALL ROUNDER",0,4,35,0,4,26,0,43,531,0,48,379,0,25,63,0.00,10.75,31.24,0.00,89.59,140.11,0,0,9,0,1,1,0,0,4,0,0,0,0,4,35,79,0,4,24,0,107,285,0,106,445,0,0,0,0,1,13,0.00,106.00,34.23,0.00,5.94,9.37,0.00,107.00,21.92,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",11196,"Tony de Zorzi","Left-hand bat","Right-arm offbreak",BATSMEN,13,17,0,23,16,0,641,553,0,1182,572,0,177,119,0,27.87,36.87,0.00,54.24,96.68,0.00,0,1,0,3,0,0,2,1,0,1,1,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",11200,"Wiaan Mulder","Right-hand bat","Right-arm medium","ALL ROUNDER",21,29,11,34,23,8,1153,338,105,1955,391,90,367,64,36,38.43,19.88,17.50,58.98,86.45,116.67,4,6,2,3,1,1,1,2,0,3,0,0,21,29,11,1,36,28,10,1896,896,120,940,930,195,75,2,0,38,26,8,24.74,35.77,24.38,2.97,6.23,9.75,49.89,34.46,15.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",11209,"Kyle Verreynne","Right-hand bat","Right-arm offbreak","WICKET KEEPER",27,19,0,42,16,0,1165,533,0,2007,588,0,136,95,0,32.36,38.07,0.00,58.05,90.65,0.00,6,2,0,4,0,0,3,5,0,4,0,0,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",11217,"Keacy Carty","Right-hand bat","Right-arm medium","ALL ROUNDER",7,40,4,14,37,3,235,1495,53,513,1857,35,42,170,49,16.79,46.72,26.50,45.81,80.51,151.43,0,5,1,2,1,0,0,5,0,0,4,0,7,40,4,0,0,3,0,0,25,0,0,28,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,6.72,0.00,0.00,0.00,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",11220,"Alzarri Joseph","Right-hand bat","Right-arm fast",BOWLER,40,81,45,65,46,19,770,489,129,1357,638,125,86,49,21,12.22,16.30,16.13,56.75,76.65,103.20,2,16,11,13,5,2,2,0,0,0,0,0,40,81,45,22,75,79,44,6742,4053,990,4150,3709,1525,173,28,0,124,133,62,33.47,27.89,24.60,3.69,5.49,9.24,54.37,30.47,15.97,2,1,1
10,"West Indies",WI,"West Indies","Test Teams",11221,"Obed McCoy","Left-hand bat","Left-arm fast-medium",BOWLER,0,2,42,0,1,13,0,0,68,0,1,64,0,0,23,0.00,0.00,9.71,0.00,0.00,106.25,0,1,6,0,0,2,0,0,0,0,0,0,0,2,42,8,0,2,41,0,84,802,0,109,1165,0,0,1,0,4,52,0.00,27.25,22.40,0.00,7.79,8.72,0.00,21.00,15.42,0,0,1
10,"West Indies",WI,"West Indies","Test Teams",11223,"Shamar Springer","Right-hand bat","Right-arm fast-medium",BOWLER,0,0,2,0,0,1,0,0,7,0,0,6,0,0,7,0.00,0.00,7.00,0.00,0.00,116.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,24,0,0,49,0,0,0,0,0,2,0.00,0.00,24.50,0.00,0.00,12.25,0.00,0.00,12.00,0,0,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",11226,"Wessly Madhevere","Right-hand bat","Right-arm offbreak","ALL ROUNDER",8,40,79,15,37,73,244,782,1255,495,1012,1087,84,72,73,17.43,21.14,19.02,49.30,77.28,115.46,1,0,7,6,1,7,1,6,7,0,0,0,8,40,79,0,10,29,37,474,818,420,285,695,491,7,1,1,7,15,15,40.71,46.33,32.73,3.61,5.10,7.01,67.71,54.53,28.00,0,0,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",11235,"Kundai Matigimu","Right-hand bat","Right-arm fast",BOWLER,1,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,129,0,0,124,0,0,1,0,0,2,0,0,62.00,0.00,0.00,5.77,0.00,0.00,64.50,0.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",11265,"Faheem Ashraf","Left-hand bat","Right-arm medium","ALL ROUNDER",17,38,60,27,27,44,687,322,453,1268,379,339,91,73,51,26.42,13.42,13.32,54.18,84.97,133.63,1,3,10,4,2,5,4,1,1,0,0,0,17,38,60,0,31,37,57,1908,1516,937,991,1315,1212,79,9,1,25,28,46,39.64,46.96,26.35,3.12,5.20,7.76,76.32,54.14,20.37,0,1,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",11289,Naveen-ul-Haq,"Right-hand bat","Right-arm fast-medium",BOWLER,0,15,48,0,10,14,0,37,44,0,54,65,0,10,13,0.00,7.40,4.89,0.00,68.52,67.70,0,5,5,0,2,3,0,0,0,0,0,0,0,15,48,18,0,15,48,0,691,967,0,708,1255,0,2,2,0,22,67,0.00,32.18,18.73,0.00,6.15,7.79,0.00,31.41,14.43,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",11320,"Hasan Ali","Right-hand bat","Right-arm fast-medium",BOWLER,24,68,57,38,39,22,382,383,147,527,330,86,30,59,23,11.94,13.68,13.36,72.49,116.07,170.94,6,11,11,7,5,4,0,2,0,0,0,0,24,68,57,0,46,66,56,4295,3286,1155,2185,3179,1678,164,18,5,80,102,72,27.31,31.17,23.31,3.05,5.80,8.72,53.69,32.22,16.04,6,4,1
11,"South Africa",RSA,"South Africa","Test Teams",11432,"Senuran Muthusamy","Left-hand bat","Left-arm orthodox","ALL ROUNDER",5,4,5,7,3,5,173,15,24,402,19,23,68,9,9,43.25,7.50,6.00,43.04,78.95,104.35,3,1,1,0,0,1,1,0,0,0,0,0,5,4,5,0,8,4,5,564,172,108,381,172,128,11,1,0,11,5,5,34.64,34.40,25.60,4.05,6.00,7.11,51.27,34.40,21.60,0,0,0
9,England,ENG,England,"Test Teams",11436,"Brydon Carse","Right-hand bat","Right-arm fast",BOWLER,9,25,11,13,17,7,258,218,43,335,280,34,56,32,31,23.45,19.82,8.60,77.02,77.86,126.48,2,6,2,1,0,2,1,0,0,0,0,0,9,25,11,0,18,24,11,1867,1042,240,1084,1126,360,45,2,0,36,28,17,30.11,40.21,21.18,3.48,6.48,9.00,51.86,37.21,14.12,1,1,0
10,"West Indies",WI,"West Indies","Test Teams",11445,"Rovman Powell","Right-hand bat","Right-arm fast-medium",BATSMEN,0,51,99,0,48,87,0,979,1925,0,1153,1361,0,101,107,0.00,21.76,25.67,0.00,84.91,141.45,0,3,12,0,3,2,0,2,9,0,1,1,0,51,99,28,0,15,14,0,280,131,0,275,217,0,0,0,0,3,5,0.00,91.67,43.40,0.00,5.89,9.94,0.00,93.33,26.20,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",11498,"Prabath Jayasuriya","Right-hand bat","Left-arm orthodox",BOWLER,22,2,0,34,2,0,255,10,0,772,13,0,28,10,0,7.97,10.00,0.00,33.04,76.93,0.00,2,1,0,6,1,0,0,0,0,0,0,0,22,2,0,0,41,2,0,7163,96,0,3828,95,0,184,0,0,122,0,0,31.38,0.00,0.00,3.21,5.94,0.00,58.71,0.00,0.00,12,0,0
9,England,ENG,England,"Test Teams",11540,"Jofra Archer","Right-hand bat","Right-arm fast",BOWLER,15,32,34,23,19,12,166,162,82,345,151,62,30,38,21,7.90,16.20,11.71,48.12,107.29,132.26,2,9,5,3,3,3,0,0,0,0,0,0,15,32,34,52,28,32,34,3140,1661,754,1562,1429,1002,108,19,2,51,54,41,30.63,26.46,24.44,2.98,5.16,7.97,61.57,30.76,18.39,3,1,0
10,"West Indies",WI,"West Indies","Test Teams",11543,"Roston Chase","Right-hand bat","Right-arm offbreak","ALL ROUNDER",52,63,42,96,48,32,2379,1091,552,5142,1383,462,137,94,67,25.86,27.97,22.08,46.27,78.89,119.49,4,9,7,13,5,5,11,6,3,5,0,0,52,63,42,0,77,54,37,6901,2191,616,3980,1804,750,129,9,1,86,39,27,46.28,46.26,27.78,3.46,4.94,7.31,80.24,56.18,22.81,4,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",11545,"Oshada Fernando","Right-hand bat","Right-arm legbreak",BATSMEN,22,8,7,39,8,6,1104,148,128,2224,230,114,102,49,78,31.54,18.50,25.60,49.65,64.35,112.29,4,0,1,2,1,0,7,0,1,1,0,0,22,8,7,0,3,1,0,18,12,0,19,16,0,0,0,0,0,0,0,0.00,0.00,0.00,6.33,8.00,0.00,0.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",11689,"Xavier Bartlett","Right-hand bat","Right-arm fast-medium",BOWLER,0,4,8,0,1,3,0,8,14,0,10,18,0,8,9,0.00,8.00,4.67,0.00,80.00,77.78,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,4,0,4,8,0,187,166,0,128,201,0,2,0,0,12,13,0.00,10.67,15.46,0.00,4.11,7.27,0.00,15.58,12.77,0,0,0
9,England,ENG,England,"Test Teams",11691,"Ollie Pope","Right-hand bat",NULL,"WICKET KEEPER",61,0,0,107,0,0,3607,0,0,5604,0,0,205,0,0,35.36,0.00,0.00,64.37,0.00,0.00,5,0,0,5,0,0,16,0,0,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",11763,"Tanaka Chivanga","Right-hand bat","Right-arm fast",BOWLER,7,8,3,14,6,0,71,25,0,217,33,0,22,8,0,7.10,8.33,0.00,32.72,75.76,0.00,4,3,0,2,0,0,0,0,0,0,0,0,7,8,3,0,8,7,3,786,301,39,631,295,70,13,0,0,14,4,0,45.07,73.75,0.00,4.82,5.88,10.77,56.14,75.25,0.00,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",11786,"Ebadot Hossain","Right-hand bat","Right-arm fast-medium",BOWLER,21,12,4,34,6,0,64,3,0,249,14,0,21,1,0,3.56,1.50,0.00,25.71,21.43,0.00,16,4,0,10,2,0,0,0,0,0,0,0,21,12,4,0,32,11,4,3401,540,91,2035,504,140,104,4,0,42,22,7,48.45,22.91,20.00,3.59,5.60,9.23,80.98,24.55,13.00,1,0,0
2,India,IND,India,"Test Teams",11808,"Shubman Gill","Right-hand bat","Right-arm offbreak",BATSMEN,37,55,21,69,55,21,2647,2775,578,4309,2787,415,269,208,126,41.36,59.04,30.42,61.43,99.57,139.28,5,8,2,5,1,1,7,15,3,9,8,1,37,55,21,118,1,2,0,7,18,0,1,25,0,0,0,0,0,0,0,0.00,0.00,0.00,0.86,8.33,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",11813,"Ruturaj Gaikwad","Right-hand bat","Right-arm offbreak",BATSMEN,0,6,23,0,6,20,0,115,633,0,157,441,0,71,123,0.00,19.17,39.56,0.00,73.25,143.54,0,0,4,0,0,1,0,1,4,0,0,1,0,6,23,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",11871,"Mahedi Hasan","Right-hand bat","Right-arm offbreak","ALL ROUNDER",0,11,63,0,10,43,0,122,401,0,188,400,0,29,33,0.00,15.25,12.15,0.00,64.90,100.25,0,2,10,0,0,8,0,0,0,0,0,0,0,11,63,0,0,11,61,0,528,1289,0,436,1459,0,2,4,0,14,57,0.00,31.14,25.60,0.00,4.95,6.79,0.00,37.71,22.61,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",12068,"Hazratullah Zazai","Left-hand bat","Left-arm orthodox",BATSMEN,0,16,45,0,16,45,0,361,1161,0,409,874,0,67,162,0.00,22.56,27.64,0.00,88.27,132.84,0,0,3,0,1,3,0,2,3,0,0,1,0,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",12069,"Darwish Rasooli","Right-hand bat","Right-arm offbreak",BATSMEN,0,0,12,0,0,11,0,0,149,0,0,133,0,0,58,0.00,0.00,14.90,0.00,0.00,112.04,0,0,1,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",12071,"Mujeeb Ur Rahman","Right-hand bat","Right-arm offbreak",BOWLER,1,75,51,2,40,15,18,236,58,17,262,53,15,64,21,9.00,9.08,8.29,105.89,90.08,109.44,0,14,8,0,12,2,0,1,0,0,0,0,1,75,51,20,1,74,51,90,3968,1128,75,2863,1199,1,39,1,1,101,64,75.00,28.35,18.73,5.00,4.33,6.38,90.00,39.29,17.63,0,1,1
6,Bangladesh,BAN,Bangladesh,"Test Teams",12081,"Nayeem Hasan","Right-hand bat","Right-arm offbreak",BOWLER,14,0,0,22,0,0,235,0,0,581,0,0,26,0,0,13.82,0.00,0.00,40.45,0.00,0.00,5,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,25,0,0,2656,0,0,1371,0,0,73,0,0,48,0,0,28.56,0.00,0.00,3.10,0.00,0.00,55.33,0.00,0.00,4,0,0
2,India,IND,India,"Test Teams",12086,"Abhishek Sharma","Left-hand bat","Left-arm orthodox","ALL ROUNDER",0,0,17,0,0,16,0,0,535,0,0,276,0,0,135,0.00,0.00,33.44,0.00,0.00,193.85,0,0,0,0,0,1,0,0,2,0,0,2,0,0,17,77,0,0,10,0,0,114,0,0,153,0,0,0,0,0,6,0.00,0.00,25.50,0.00,0.00,8.05,0.00,0.00,19.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",12139,"Abdullah Shafique","Right-hand bat","Right-arm offbreak",BATSMEN,22,27,6,42,27,6,1504,737,64,3405,944,53,201,113,41,38.56,29.48,12.80,44.18,78.08,120.76,3,2,1,6,5,4,5,6,0,5,1,0,22,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",12160,"Shaheen Afridi","Left-hand bat","Left-arm fast-medium",BOWLER,31,66,83,41,38,29,249,272,213,556,317,180,29,25,23,8.03,13.60,11.83,44.79,85.81,118.34,10,18,11,9,6,5,0,0,0,0,0,0,31,66,82,0,53,65,82,6162,3372,1786,3235,3181,2336,206,28,3,116,131,106,27.89,24.28,22.04,3.15,5.66,7.85,53.12,25.74,16.85,4,3,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",12174,"Mahidul Islam Ankon","Right-hand bat",NULL,"WICKET KEEPER",1,0,0,2,0,0,29,0,0,66,0,0,29,0,0,14.50,0.00,0.00,43.94,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",12201,"Harry Brook","Right-hand bat","Right-arm medium",BATSMEN,30,30,47,50,30,40,2820,959,873,3222,945,593,317,110,81,57.55,35.52,29.10,87.53,101.49,147.22,1,3,10,3,2,0,13,6,4,10,1,0,30,30,47,11,6,0,0,144,0,0,105,0,0,2,0,0,1,0,0,105.00,0.00,0.00,4.38,0.00,0.00,144.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",12225,"Cameron Green","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",32,31,21,51,27,20,1565,782,521,3242,873,325,174,118,62,34.02,41.16,32.56,48.28,89.58,160.31,5,8,4,4,1,0,7,2,6,2,1,0,32,31,21,29,44,25,12,2190,814,188,1236,784,279,63,0,0,35,20,12,35.31,39.20,23.25,3.39,5.78,8.90,62.57,40.70,15.67,1,1,0
9,England,ENG,England,"Test Teams",12258,"Will Jacks","Right-hand bat","Right-arm offbreak","ALL ROUNDER",2,19,26,4,18,23,89,563,399,90,554,293,31,94,40,22.25,31.28,17.35,98.89,101.63,136.18,0,0,0,0,2,1,0,4,0,0,0,0,2,19,26,21,4,12,6,327,294,42,232,306,77,5,1,0,6,6,1,38.67,51.00,77.00,4.26,6.24,11.00,54.50,49.00,42.00,1,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",12555,"Abrar Ahmed","Right-hand bat","Right-arm legbreak",BOWLER,10,11,14,15,6,3,68,28,3,120,19,8,17,23,2,8.50,14.00,3.00,56.67,147.37,37.50,7,4,2,1,1,0,0,0,0,0,0,0,10,11,14,0,19,11,13,2631,612,274,1580,461,361,59,6,0,46,18,17,34.35,25.61,21.24,3.60,4.52,7.91,57.20,34.00,16.12,2,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",12565,"Khushdil Shah","Left-hand bat","Left-arm orthodox",BATSMEN,0,15,37,0,12,32,0,328,430,0,334,411,0,69,36,0.00,32.80,17.92,0.00,98.21,104.63,0,2,8,0,0,0,0,1,0,0,0,0,0,15,37,0,0,8,10,0,327,108,0,332,128,0,0,0,0,4,6,0.00,83.00,21.33,0.00,6.09,7.11,0.00,81.75,18.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",12674,"Amir Jangoo","Left-hand bat",NULL,"WICKET KEEPER",1,5,0,2,5,0,30,153,0,56,166,0,30,104,0,15.00,38.25,0.00,53.58,92.17,0.00,0,1,0,1,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",12747,"Josh Tongue","Right-hand bat","Right-arm fast-medium",BOWLER,6,0,0,7,0,0,33,0,0,98,0,0,19,0,0,5.50,0.00,0.00,33.68,0.00,0.00,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,1368,0,0,930,0,0,28,0,0,31,0,0,30.00,0.00,0.00,4.08,0.00,0.00,44.13,0.00,0.00,2,0,0
9,England,ENG,England,"Test Teams",12770,"Zak Crawley","Right-hand bat","Right-arm medium",BATSMEN,59,8,0,107,8,0,3313,199,0,5049,205,0,267,58,0,31.55,28.43,0.00,65.62,97.08,0.00,2,1,0,10,3,0,19,2,0,5,0,0,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",12777,"Matthew Potts","Right-hand bat","Right-arm fast-medium",BOWLER,10,11,1,13,6,0,86,45,0,168,62,0,21,15,0,8.60,45.00,0.00,51.20,72.59,0.00,3,5,0,2,0,0,0,0,0,0,0,0,10,11,1,0,19,10,1,2041,402,24,1060,400,48,78,3,0,36,12,2,29.44,33.33,24.00,3.12,5.97,12.00,56.69,33.50,12.00,0,0,0
2,India,IND,India,"Test Teams",12926,"Varun Chakaravarthy","Right-hand bat","Right-arm legbreak",BOWLER,0,4,18,0,0,3,0,0,1,0,0,6,0,0,1,0.00,0.00,0.50,0.00,0.00,16.67,0,0,1,0,0,2,0,0,0,0,0,0,0,4,18,83,0,4,18,0,240,411,0,190,481,0,0,0,0,10,33,0.00,19.00,14.58,0.00,4.75,7.02,0.00,24.00,12.45,0,1,2
9,England,ENG,England,"Test Teams",12994,"Sam James Cook","Right-hand bat","Right-arm fast",BOWLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,186,0,0,119,0,0,4,0,0,1,0,0,119.00,0.00,0.00,3.84,0.00,0.00,186.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",13070,"Ryan Rickelton","Left-hand bat",NULL,"WICKET KEEPER",11,13,16,19,13,16,638,418,361,1169,484,273,259,103,76,37.53,34.83,22.56,54.58,86.37,132.24,2,1,0,1,0,0,0,1,2,2,1,0,11,13,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",13089,"Matthew Breetzke","Right-hand bat",NULL,"WICKET KEEPER",2,4,10,3,4,10,14,378,151,55,366,123,13,150,51,4.67,94.50,16.78,25.46,103.28,122.77,0,0,1,1,0,0,0,3,1,0,1,0,2,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",13105,"Khaled Ahmed","Right-hand bat","Right-arm medium",BOWLER,16,2,1,28,2,0,47,1,0,166,4,0,22,1,0,2.47,1.00,0.00,28.32,25.00,0.00,9,1,0,14,0,0,0,0,0,0,0,0,16,2,1,0,28,2,1,2472,80,24,1454,72,37,66,1,0,29,3,0,50.14,24.00,0.00,3.53,5.40,9.25,85.24,26.67,0.00,1,0,0
4,Australia,AUS,Australia,"Test Teams",13141,"Matthew Kuhnemann","Left-hand bat","Left-arm orthodox",BOWLER,5,4,1,6,2,0,18,16,0,67,14,0,6,15,0,4.50,8.00,0.00,26.87,114.29,0.00,2,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,9,4,1,1026,228,24,555,191,33,30,3,0,25,6,0,22.20,31.83,0.00,3.25,5.03,8.25,41.04,38.00,0.00,2,0,0
4,Australia,AUS,Australia,"Test Teams",13170,"Aaron Hardie","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",0,15,16,0,12,11,0,180,180,0,225,142,0,44,28,0.00,15.00,22.50,0.00,80.00,126.77,0,0,3,0,1,0,0,0,0,0,0,0,0,15,16,0,0,13,13,0,426,240,0,392,346,0,5,2,0,10,13,0.00,39.20,26.62,0.00,5.52,8.65,0.00,42.60,18.46,0,0,0
4,Australia,AUS,Australia,"Test Teams",13173,"Lance Morris","Right-hand bat","Right-arm fast",BOWLER,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,123,0,0,96,0,0,3,0,0,4,0,0.00,24.00,0.00,0.00,4.68,0.00,0.00,30.75,0.00,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",13187,"Nuwanidu Fernando","Right-hand bat","Right-arm offbreak",BATSMEN,0,6,1,0,5,1,0,89,5,0,132,8,0,50,5,0.00,17.80,5.00,0.00,67.43,62.50,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,12,0,0,22,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",13192,"Rohail Nazir","Right-hand bat",NULL,"WICKET KEEPER",0,0,3,0,0,2,0,0,23,0,0,23,0,0,13,0.00,0.00,11.50,0.00,0.00,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
